id,name,city,rating,rating_count,cuisine,cost
211,Tandoor Hut,Bangalore,4.3,100,Biryani,300
218,Anand Sweets and Savouries,Bangalore,4.4,1000,Sweets,300
219,Anjappar,Bangalore,3.9,500,Chettinad,600
221,Tunday Kababi,Bangalore,4,100,Mughlai,300
223,Truffles,Bangalore,4.4,5000,American,450
226,Delhi Food Point,Bangalore,3.8,100,North Indian,250
227,Via Milano,Bangalore,3.9,50,Italian,800
229,Meghana Foods,Bangalore,4.3,5000,Biryani,500
232,The Hole in the Wall Cafe,Bangalore,4.3,500,American,257
234,Uday Sweets,Bangalore,4.1,100,Rajasthani,100
237,Anupam's Coast II Coast,Bangalore,4.2,100,North Indian,1000
241,Anjappar,Bangalore,3.9,500,Chettinad,600
246,Kim Lee,Bangalore,4.2,50,Chinese,650
248,New Punjabi Hotel,Bangalore,3.8,100,North Indian,250
249,NH8,Bangalore,3.9,100,Rajasthani,350
252,Tadka Singh,Bangalore,4,100,Punjabi,300
254,Treat,Bangalore,4.3,100,Mughlai,800
256,Yogisthaan,Bangalore,4.2,100,Healthy Food,600
258,Chinita Real Mexican Food,Bangalore,4.4,100,Mexican,1000
262,Anand Sweets and Savouries,Bangalore,4.5,1000,Sweets,300
263,Cupcake Noggins - Vintage Patisserie,Bangalore,4.2,50,Desserts,150
267,Tea Brew,Bangalore,4.2,100,American,350
270,Donne Biryani House,Bangalore,3.9,500,Biryani,130
271,Meghana Foods,Bangalore,4.4,1000,Biryani,500
275,Mani's Dum Biryani,Bangalore,4.2,1000,Andhra,400
287,Fish & Fries,Bangalore,3.8,100,Seafood,300
295,Kumarakom,Bangalore,4.2,500,Kerala,300
297,Parika,Bangalore,4.1,100,North Indian,1000
304,A2B Veg,Bangalore,4.2,1000,South Indian,300
305,A2B Veg,Bangalore,3.9,1000,South Indian,300
307,A2B Veg,Bangalore,4.3,1000,South Indian,300
308,Bangaliana,Bangalore,4.2,500,Bengali,500
310,Gongura Grand,Bangalore,4,100,Biryani,300
312,Beijing Bites,Bangalore,4.4,500,Chinese,450
322,Madurai Idly Shop,Bangalore,3.9,500,South Indian,150
323,Madurai Idly Shop (80 ft. Road),Bangalore,4.1,1000,South Indian,150
325,Sree Krishna Kafe,Bangalore,4.4,1000,South Indian,137
327,Adiga's,Bangalore,4.3,500,South Indian,200
330,New Kabab Plaza,Bangalore,4.4,50,North Indian,500
333,Beijing Bites,Bangalore,4.2,100,Chinese,450
343,Shuddh Desi Khana,Bangalore,4,500,North Indian,350
346,Momoz,Bangalore,4.1,1000,Chinese,350
352,Laddoos,Bangalore,4.1,100,North Indian,200
363,Meghana Foods,Bangalore,4.2,1000,Biryani,500
364,East Delicious,Bangalore,3.9,100,Chinese,350
372,Moti's Kitchen,Bangalore,4.3,1000,Kerala,200
381,Adiga's,Bangalore,4.3,500,South Indian,200
383,Gyaani Da Punjabi Dhaba,Bangalore,4,100,North Indian,500
385,Juice Junction,Bangalore,4.6,50,Juices,150
392,Suryawanshi,Bangalore,4,100,Maharashtrian,450
397,Pabrai's Fresh and Naturelle Ice Creams,Bangalore,4.4,50,Desserts,180
402,Kapoor's Cafe,Bangalore,4.2,1000,North Indian,400
407,Moriz Restaurant,Bangalore,3.7,500,North Indian,500
408,Alpha Biryani,Bangalore,3.8,100,Biryani,600
410,Noodle Bar,Bangalore,4.2,100,Asian,800
418,Ande Ka Funda,Bangalore,3.5,1000,North Indian,100
425,Hotel Empire,Bangalore,4,1000,North Indian,450
426,Hotel Empire,Bangalore,4,1000,North Indian,450
427,Hotel Empire,Bangalore,4.1,1000,North Indian,450
428,Biryani Pot,Bangalore,3.8,1000,North Indian,500
432,Calcutta Victoria Chat House,Bangalore,4,100,North Indian,150
435,Bamey's Restro Cafe,Bangalore,4.5,100,Chinese,400
436,Anjappar,Bangalore,4,100,Chettinad,600
446,Altaf's Chillies Restaurants,Bangalore,4.3,100,North Indian,250
453,Chichabas Taj,Bangalore,4.2,100,Mughlai,532
455,Anand Sweets and Savouries,Bangalore,4.5,1000,Sweets,300
456,Beijing Bites,Bangalore,4.3,1000,Chinese,450
458,Happy Belly Bakes- Cakes and Desserts,Bangalore,4.7,100,Desserts,500
502,Kaati Zone Rolls & Wraps,Bangalore,3.8,100,Beverages,150
504,Kaati Zone Rolls & Wraps,Bangalore,4.1,100,Fast Food,150
505,Bite Me Cupcakes,Bangalore,4.1,100,Bakery,150
506,Bite Me Cupcakes,Bangalore,3.9,100,Bakery,150
507,Sinful Desserts,Bangalore,4,50,Bakery,150
535,Beijing Bites,Bangalore,4.2,500,Chinese,450
542,Kabab Magic,Bangalore,4,500,North Indian,300
549,Anand Sweets and Savouries,Bangalore,4.4,1000,Sweets,300
568,Punjabi Food Corner,Bangalore,3.6,50,North Indian,350
574,Spice Up,Bangalore,4.3,100,North Indian,400
583,Hotel Empire,Bangalore,4.1,1000,North Indian,450
589,Kabab Magic,Bangalore,4.1,500,North Indian,250
593,Anand Sweets and Savouries,Bangalore,4.4,1000,Sweets,300
601,Litti Twist,Bangalore,4.2,500,North Indian,250
604,Aalishan Restaurant & Caterer,Bangalore,4,100,Mughlai,290
607,Amar Rannaghar,Bangalore,4,1000,Bengali,350
608,Kerala Pavilion,Bangalore,4,100,Kerala,300
621,Kitchen of Joy,Bangalore,4.3,100,Bengali,250
625,Beijing Bites,Bangalore,4.3,100,Chinese,400
644,Moti Mahal Delux,Bangalore,3.5,100,Punjabi,500
646,Chai Point,Bangalore,4.3,500,Bakery,150
655,Meghana Foods,Bangalore,4.3,1000,Biryani,500
664,Chai Point,Bangalore,4.3,500,Bakery,150
665,Chai Point,Bangalore,4.3,1000,Bakery,150
667,Chai Point,Bangalore,4.3,50,Bakery,150
669,Chai Point,Bangalore,4.1,500,Bakery,150
676,Chai Point,Bangalore,4.4,500,Bakery,150
678,Pizza Stop,Bangalore,4.1,20,Italian,400
683,Cream Stone Ice Cream,Bangalore,4.2,100,Ice Cream,200
690,Sweet Moments,Bangalore,4.4,100,Chaat,100
722,Hi Seoul,Bangalore,4.7,100,Korean,800
732,Capital Restaurant & Bar-Be-Que,Bikaner,4.1,500,North Indian,450
741,Goli Vada Pav No .1,Gurgaon,4,100,Maharashtrian,100
742,Goli Vada Pav No .1,Bikaner,3.9,100,Maharashtrian,100
756,Corner House Ice Cream,Bangalore,4.6,1000,Ice Cream,250
757,Corner House Ice Cream,Bangalore,4.6,500,Ice Cream,250
766,Biryani Blues,Sirsa,4.2,500,Biryani,400
776,Angithi,Sultanpur,3.8,500,North Indian,350
792,Oriental Fusion,Bikaner,4.2,100,Chinese,500
795,Oriental Fusion,Gurgaon,4.1,100,Chinese,500
802,Mirchi Dhaba,Bikaner,3.8,100,North Indian,200
807,Punjabi Food Inn,Sirsa,3.9,500,North Indian,250
820,Sum Yum Asia,Bikaner,4.2,500,Chinese,600
850,La Pino'z Pizza,Bikaner,4,100,Italian,800
859,Bikanervala,Bikaner,4.2,1000,North Indian,450
873,Apni Rasoi,Sultanpur,3.9,500,North Indian,200
882,The Ladakhi Express,Gurgaon,4.1,100,Nepalese,650
884,La Pino'z Pizza,Gurgaon,3.8,500,Italian,300
889,Kolkata Biryani House,Bikaner,3.9,100,North Indian,600
897,Hotel Empire,Bangalore,4,1000,North Indian,450
920,A2B Veg,Bangalore,4.2,1000,South Indian,300
921,Cafe Nukkad,Bangalore,4.3,100,Continental,250
931,Burger Hut,Sultanpur,4.2,100,Chinese,200
939,Rolls On Wheels,Bangalore,4.2,500,Snacks,300
972,Laddoos,Bangalore,4.2,500,North Indian,200
977,24th Main,Bangalore,4.1,100,North Indian,800
995,Khan Saheb Grills and Rolls,Bangalore,3.9,100,Tandoor,300
997,A2B Veg,Bangalore,4.1,1000,South Indian,300
1010,Khan Saheb Grills and Rolls,Bangalore,4.2,500,Tandoor,300
1012,Just Shawarma,Bangalore,4.1,50,Arabian,250
1015,Fork with Stick,Bikaner,3.9,50,Chinese,300
1050,Nagarjuna Chimney,Bangalore,4.3,500,Seafood,800
1052,SMOOR,Bangalore,4.5,500,Asian,600
1053,SMOOR,Bangalore,4.3,100,Desserts,350
1056,Palamuru Grill,Hyderabad,3.9,1000,South Indian,500
1061,900 Degree Brick Oven Pizza,Hyderabad,3.9,100,Italian,300
1063,Parathas & More,Hyderabad,4,1000,North Indian,350
1065,Ahobilam Foods - Millet Cave,Hyderabad,4.1,20,Healthy Food,150
1066,Rayalaseema Ruchulu,Hyderabad,4,1000,South Indian,450
1070,Shri Vaishnav Dhaba,Hyderabad,4,500,North Indian,200
1077,Samskruthi,Hyderabad,4.1,1000,Andhra,250
1078,Shriji Rasoi,Hyderabad,4.3,1000,North Indian,200
1086,Palamuru Grill,Hyderabad,3.8,500,South Indian,500
1088,Corner House Ice Cream,Bangalore,4.6,1000,Ice Cream,250
1091,Hitech Bawarchi,Hyderabad,3.6,5000,Biryani,300
1093,Waffle House,Hyderabad,4.2,100,Beverages,400
1100,Santosh Dhaba Exclusive,Hyderabad,3.7,1000,North Indian,300
1110,Hitech Bawarchi,Hyderabad,3.6,5000,Biryani,300
1112,Eats Corner,Hyderabad,4,1000,Chinese,300
1114,13 Dhaba,Hyderabad,3.7,1000,North Indian,400
1115,Udipi's Upahar,Hyderabad,4.3,1000,South Indian,250
1120,Sardarji's Chat and More,Hyderabad,4.1,500,North Indian,200
1123,Ci Gusta!,Hyderabad,4.2,100,Desserts,700
1124,Mummy Ki Rasoi,Hyderabad,4.1,100,North Indian,200
1125,New Kritunga Restaurant,Hyderabad,3.8,500,Biryani,500
1128,Paradise Biryani,Hyderabad,3.6,1000,Biryani,400
1130,Chai Point,Bikaner,4.1,100,Bakery,100
1133,Burger Hut,Bikaner,4.4,20,Fast Food,150
1138,Kwaliti,Bikaner,3.9,20,North Indian,200
1139,Kwaliti,Gurgaon,3.8,20,North Indian,200
1151,Nandhana Palace,Bangalore,3.8,100,Biryani,500
1154,Abhiruchi Hotel,Hyderabad,4.1,500,Andhra,400
1168,Mexican Grill Subs,Hyderabad,3.8,100,Salads,400
1172,Rayalaseema Ruchulu,Hyderabad,4,500,South Indian,450
1187,Baskin Robbins,Bangalore,4.3,100,Desserts,250
1196,UR LIFE CAFE,Hyderabad,4.2,100,Continental,1000
1198,The Spicy Venue,Hyderabad,4.2,1000,Biryani,800
1200,Ulavacharu,Hyderabad,3.6,500,Andhra,400
1203,Little Italy,Hyderabad,3.8,100,Italian,1200
1204,Kiosk Fried Chicken,Hyderabad,4,500,American,200
1205,BlueFox,Hyderabad,3.9,500,North Indian,1000
1206,Minerva Coffee Shop,Hyderabad,4.1,1000,Chinese,400
1210,New Indian and Chinese Corner,Gurgaon,3.8,500,North Indian,300
1214,Om Sweets & Snacks,Bikaner,4.3,1000,Sweets,500
1216,Dimmy's Pan Palace,Hyderabad,4.2,500,Chaat,100
1221,Biryani Day,Bangalore,3.8,100,North Indian,250
1222,Jaffa's Biryani,Bangalore,3.8,100,North Indian,250
1267,Adiga's,Bangalore,4,500,South Indian,200
1271,Om Sweets & Snacks (Good Earth),Gurgaon,4.2,1000,Sweets,400
1286,Leon Grill,Bangalore,4.3,100,American,300
1294,Subway,Hyderabad,4.2,500,Salads,350
1295,Cream Stone Ice Cream,Hyderabad,4.3,1000,Ice Cream,350
1303,Soups N Salads,Hyderabad,4.1,500,Italian,400
1304,Esplanade,Bangalore,4.1,100,Bengali,1200
1308,Rolls On Wheels,Bangalore,4.3,1000,North Indian,300
1313,Rolls On Wheels,Bangalore,4.2,500,Fast Food,300
1343,Haldiram's,Gurgaon,4.3,100,Sweets,450
1360,Zhangs Chinese Restaurant,Bangalore,4.3,100,Chinese,350
1365,Moghuls Paradiez,Hyderabad,3.8,500,Biryani,350
1371,Hotel Savitha Family Restaurant,Bangalore,4,1000,North Indian,150
1374,Chutneys,Hyderabad,4.2,1000,North Indian,500
1382,Desi Bytes,Hyderabad,3.8,100,North Indian,400
1387,Flavours of Taj Mahal Hotel,Hyderabad,4.3,1000,North Indian,300
1389,BlueFox,Hyderabad,3.9,500,Biryani,800
1407,Beijing Bites, New BEL Road,4,100,Chinese,450
1413,Auntie Fung's, New BEL Road,4.2,100,Asian,500
1425,Rolls Kitchen,Bangalore,4.1,100,Fast Food,250
1438,Have More, New BEL Road,4.2,100,North Indian,600
1454,Tandoori Knight,Bangalore,4,1000,North Indian,400
1455,Jalsa,Bangalore,3.7,20,North Indian,1000
1460,Tiwari's Ghee Paratha & Chaat,Bangalore,4.1,100,North Indian,200
1469,Rolls On Wheels,Bangalore,4.1,500,Fast Food,300
1474,A2B Veg,Bangalore,4.1,1000,South Indian,300
1480,Roll N Roll, New BEL Road,4,50,Fast Food,200
1481,Andhra Biryanis,Bangalore,3.9,100,Andhra,480
1488,WoW - Vada Pav & More,Bikaner,3.8,50,Street Food,250
1489,Go Kylin,Bikaner,3.9,20,Chinese,800
1491,Golden Dragon,Bikaner,4.1,20,Chinese,1300
1508,Ohri's Serengeti,Hyderabad,3.5,50,North Indian,400
1523,Simply South,Hyderabad,4,100,South Indian,700
1525,KARACHI BAKERY,Hyderabad,4.2,500,Bakery,200
1531,A2B Veg,Bangalore,4.2,1000,South Indian,300
1535,Paradise Biryani,Hyderabad,3.7,500,Biryani,400
1540,Ragoo's,Bangalore,4,100,North Indian,800
1545,Mayur Pan House,Hyderabad,4.3,20,Chaat,200
1547,Dine Hill,Hyderabad,4.1,100,Arabian,400
1588,Ohri's Ming's Court,Hyderabad,3.9,100,Chinese,1000
1589,Ohri's Eatmor,Hyderabad,4,500,North Indian,450
1593,Sarvi Bakery,Hyderabad,3.9,100,Desserts,250
1601,New Food Magic,Bangalore,3.9,20,North Indian,300
1617,Kosho,Mumbai,4,100,Mughlai,300
1624,RP's The Family Restaurant,Delhi,4,1000,North Indian,500
1626,Tunday Kababi,Delhi,3.7,500,Mughlai,500
1627,Litti.in,Delhi,3.9,100,Bihari,200
1628,Kathi,Delhi,3.1,50,North Indian,250
1629,Paratha Haat,Delhi,3,20,North Indian,400
1635,Mr.Momo,Delhi,3.5,100,Chinese,200
1641,Lakeview Milkbar,Bangalore,4.3,100,Desserts,450
1644,Moti Mahal Delux Legendary Culinary,Delhi,4.1,100,North Indian,750
1667,KB's Kulfi & Icecream,Bikaner,3.3,20,Ice Cream,200
1673,Hyderabad Chefs,Hyderabad,3.8,500,Biryani,500
1681,Chaitanya Family Restaurant,Hyderabad,3.9,1000,North Indian,350
1690,MRCB Restaurant,Hyderabad,3.3,1000,North Indian,300
1697,Chutneys,Hyderabad,4.2,5000,North Indian,500
1698,Bikanervala Restaurant,Hyderabad,4.3,50,North Indian,700
1708,Tibbs Frankie,Hyderabad,3.9,100,Fast Food,140
1715,The Fat Chef,Bangalore,3.9,20,North Indian,1400
1716,Attarinti Dosa,Hyderabad,3.3,50,South Indian,200
1720,Five Star Chicken, New BEL Road,3.7,50,Fast Food,300
1730,Namaste Sigri (Salaam Sigri), New BEL Road,4.1,100,Kebabs,300
1731,Sagar Ratna,Delhi,4,50,South Indian,450
1735,A W Foods,Delhi,4,100,North Indian,500
1744,Chungwa,Delhi,4.3,20,Thai,1000
1745,Cosy Restaurant,Sultanpur,4.3,20,Mughlai,500
1754,SLV Swadishta (South Indian),Bangalore,4.4,500,South Indian,300
1757,Punjabi Zaika,Delhi,3.6,100,Mughlai,500
1790,Flavors Of Chennai,Delhi,4.3,500,South Indian,400
1804,Golden Dragon,Delhi,4.3,20,Chinese,1300
1805,Sagar Ratna,Delhi,4.1,100,South Indian,450
1828,Gopal's 56,Delhi,3.9,500,Sweets,200
1843,Chinese Pavilion,Hyderabad,4,1000,Chinese,850
1844,Chinese Pavilion,Hyderabad,4.2,1000,Chinese,850
1848,Chef Inam's Steak House,Hyderabad,3.8,100,Steakhouse,1200
1853,Cream Stone Ice Cream,Hyderabad,4.2,1000,Ice Cream,350
1854,Paradise Biryani,Hyderabad,3.5,5000,Biryani,400
1862,Punjabi Paratha House,Hyderabad,3.7,500,North Indian,150
1866,Being Hungry,Hyderabad,3.9,100,North Indian,400
1874,Mamagoto,Bangalore,4.2,100,Chinese,900
1875,Rekha Restaurant,Bangalore,3.9,100,North Indian,400
1876,Roll Call,Hyderabad,4.1,100,Fast Food,250
1880,Asian Wok,Mumbai,4,100,Chinese,450
1883,Midland Bakers,Hyderabad,3.9,50,Bakery,300
1884,Hakka Express,Mumbai,4.1,100,Chinese,300
1899,Goli Vada Pav No. 1,Bikaner,4,20,Maharashtrian,100
1903,Giani,Bikaner,3.8,100,Ice Cream,300
1934,Rolls Mania,Mumbai,4.1,100,Fast Food,200
1938,Adiga's,Bangalore,3.8,100,South Indian,200
1956,Mad Over Donuts,Mumbai,4.3,100,Desserts,200
1968,Tibbs Frankie,Hyderabad,3.7,500,Fast Food,140
1970,Cream Stone Ice Cream,Warangal,4.4,1000,Ice Cream,350
1971,Mayur Pan Shop,Hyderabad,3.8,100,Chaat,150
1972,Tibbs Frankie,Hyderabad,4,500,Indian,140
1988,The Clay Oven,Sultanpur,4.5,20,Mughlai,1200
1997,The Kathis,Delhi,4.2,20,North Indian,300
2008,The Brekkie Shop - All Day Menu,Bangalore,4.3,100,British,200
2009,Sigree Global Grill,Mumbai,4.4,20,North Indian,700
2040,Goli Vada Pav No .1,Bangalore,4.1,50,Maharashtrian,100
2042,Juice Destination,Pune,4.1,500,Thalis,200
2047,Hyderabadi Spice,Pune,4.1,500,Biryani,400
2048,Rolls Mania,Pune,4.3,100,Fast Food,200
2053,RushHrs,Pune,4.1,500,American,250
2055,Eatsome,Pune,4.1,500,North Indian,250
2056,Eatsome,Pune,4.3,500,North Indian,200
2057,Eatsome,Pune,4.2,1000,North Indian,200
2072,Kota Kachori And Falahaar,Bangalore,4,1000,North Indian,150
2085,Dadu's,Hyderabad,4.4,1000,Sweets,250
2087,Agrawala Sweets,Hyderabad,4.1,1000,Sweets,150
2091,Y2K Restaurant,Hyderabad,3.1,1000,North Indian,300
2096,Dadu's,Hyderabad,4.3,500,Sweets,250
2102,Cafe PeterDonuts,Pune,4.1,100,Continental,400
2127,Masala Chai,Bangalore,4.6,100,Fast Food,200
2128,Refresh,Bangalore,4.3,50,Indian,250
2144,Panda Boy,Bangalore,4.2,50,Chinese,400
2147,Huliyappa's Donne Biryani,Bangalore,4.2,100,Biryani,250
2148,Momo Shop,Bangalore,4.7,20,Indian,250
2170,Mother's Kitchen,Pune,3.9,500,North Indian,300
2174,Cookrookoo,Pune,4,20,Mughlai,200
2185,Mother's Kitchen,Pune,4,500,North Indian,300
2192,Aroma's Hyderabad House,Pune,4.2,1000,Biryani,400
2213,QD's Restaurant,Delhi,4,100,North Indian,500
2221,Kolkata Biryani House,Delhi,3.8,100,North Indian,300
2226,Cafe Coffee Hutt,Pune,4.1,100,North Indian,250
2243,Subway,Pune,4.1,500,Fast Food,350
2245,Subway,Pune,4,100,Fast Food,350
2249,Bhairavee Pure Veg. Restaurant,Pune,4.3,100,North Indian,1000
2250,Karolbaug,Pune,4.1,100,Mughlai,750
2281,Gobind Da Dhaba,Gurgaon,3.6,20,North Indian,450
2283,New Punjabi Restaurant,Bangalore,3.2,20,North Indian,250
2300,Parathas,Mumbai,4.2,50,North Indian,450
2305,Paradise Biryani,Hyderabad,3.9,5000,Biryani,400
2338,Urvasi Hotel,Hyderabad,3.6,20,North Indian,450
2341,Cream Stone Ice Cream,Hyderabad,4.4,1000,Ice Cream,300
2344,Aangan - Yatri Nivas,Hyderabad,4,100,Biryani,500
2347,Mayur Pan Shop,Hyderabad,3.8,50,Chaat,200
2348,BlueFox,Hyderabad,4.2,1000,Biryani,800
2355,99 Varieties Dosa,Hyderabad,3.7,50,South Indian,150
2363,Punjabi Bhatti,Hyderabad,3.6,50,North Indian,300
2364,Shree Santosh Dhaba,Hyderabad,3.9,100,North Indian,500
2365,Dadu's,Hyderabad,4.4,1000,Sweets,250
2369,Chung Wah, New BEL Road,4.1,100,Chinese,500
2404,Venus Restaurant,Bangalore,4.1,20,North Indian,500
2429,Lal Mirchi,Pune,3.8,100,North Indian,300
2434,Eatsome,Pune,4.1,500,North Indian,200
2436,Rolls Mania,Pune,4.1,500,North Indian,200
2438,Punjabi Family Dhaba,Hyderabad,3.8,100,North Indian,300
2456,Punjab Grill,Delhi,3.9,50,North Indian,900
2473,Kylin Experience,Delhi,4.3,100,Chinese,800
2475,Open Oven Bakehouse,Delhi,4.3,50,Desserts,200
2477,Cocoberry,Delhi,4.3,100,Desserts,200
2483,Open Oven Bakehouse,Delhi,4.5,20,Desserts,200
2494,RushHrs,Pune,4.3,1000,Fast Food,250
2498,Vasista's Sri Lakshmi,Hyderabad,3.9,5000,Biryani,350
2509,Poetry By Love & Cheesecake,Mumbai,4.4,500,Bakery,800
2516,Taaareef,Pune,4.4,100,Mughlai,1100
2519,Mehfil,Hyderabad,3.8,5000,Biryani,300
2526,Squeeze @ The Lime (Pure Veg),Hyderabad,3.8,20,Italian,650
2530,Zomoz - The Momo Company,Hyderabad,4.3,100,Tibetan,250
2533,Agra Sweets Banjara,Hyderabad,4,500,Sweets,250
2535,Agra Sweets Banjara,Hyderabad,4.3,5000,Sweets,250
2542,Oottupura, New BEL Road,4,100,North Indian,288
2557,Cafe Arabia,Pune,3.9,100,Lebanese,300
2563,The Paratha House,Pune,4.2,500,North Indian,100
2566,Herbs And Spices,Bangalore,3.8,20,Desserts,600
2576,Namah,Pune,4.3,50,North Indian,600
2582,Chung Wah,Bangalore,4,100,Chinese,500
2583,Chung Wah,Bangalore,4.3,100,Chinese,500
2586,Marrakesh,Pune,3.6,100,Lebanese,300
2592,Udupi Garden,Bangalore,3.7,20,North Indian,300
2598,Delhi Mess, New BEL Road,4.2,500,North Indian,214
2611,Bathinda Junction,Bangalore,4,100,North Indian,250
2617,Kareem's - No Connection with KARIM'S Jama Masjid/ Delhi,Mumbai,4.2,100,North Indian,500
2618,Brownie Point,Mumbai,4.3,50,Desserts,350
2636,Go Biryan,Mumbai,4.3,100,Biryani,400
2637,Silli Chilli,Mumbai,4,100,Chinese,400
2647,Amey,Mumbai,4.3,100,North Indian,250
2662,Madly Bangalee,Delhi,3,20,Bengali,400
2666,What A Sandwich!,Pune,3.9,100,Fast Food,200
2675,Subway,Bangalore,4.3,500,Salads,350
2686,Wangshi's Chinese and Thai,Gurgaon,4.1,500,Chinese,600
2698,Gam's Delicacy,Bangalore,4.4,100,North Indian,800
2701,Baskin Robbins,Bangalore,4.3,100,Desserts,250
2711,Khane Khas,Mumbai,4.5,100,North Indian,900
2712,Mini Punjab,Mumbai,4.2,100,North Indian,800
2713,Dr. Bubbles Chai Specialist,Mumbai,4.1,50,Beverages,350
2720,IMBISS,Mumbai,4.5,100,Continental,400
2733,Poetry by Love & Cheesecake,Mumbai,4.5,100,Bakery,800
2743,Copa Cabana,Pune,3.8,100,North Indian,1300
2750,Brijwasi Aahaar,Hyderabad,4.2,1000,North Indian,300
2763,Navayuga Hotel,Hyderabad,4.1,1000,South Indian,150
2770,Flavours of Taj Mahal Hotel,Hyderabad,4.3,1000,North Indian,300
2775,Ohri's Gufaa,Hyderabad,3.9,100,North Indian,400
2776,Ohri's Eatmor,Hyderabad,4.1,1000,Ice Cream,600
2777,Ohri's Ming's Court,Hyderabad,4.1,1000,Chinese,500
2782,BlueFox,Hyderabad,4.1,1000,Biryani,800
2785,MRCB Restaurant,Hyderabad,2.9,1000,Indian,400
2786,Kerala Restaurant,Pune,4.1,500,Kerala,200
2787,Kerala Fast Food,Pune,4.1,100,Kerala,200
2792,KS Bakers,Hyderabad,4,1000,Bakery,250
2795,Minerva Coffee Shop,Hyderabad,4.3,5000,South Indian,500
2796,BlueFox,Hyderabad,4.2,1000,Biryani,800
2804,Shriji Rasoi,Hyderabad,4.2,1000,North Indian,200
2807,Angaara Restaurant,Hyderabad,3.7,1000,North Indian,500
2810,Yuan,Bangalore,3.2,50,Chinese,500
2811,Art Of Delight,Bangalore,4.4,100,Ice Cream,250
2820,Khan Saheb Grills and Rolls,Bangalore,4.1,100,Tandoor,300
2821,Xian,Bangalore,4.2,100,Chinese,800
2824,Fanoos,Bangalore,4.1,100,Biryani,300
2827,In Wok,Bangalore,4.1,50,Chinese,500
2832,Lakeview Milkbar,Bangalore,4.1,100,Desserts,450
2840,Roomali,Bangalore,4.3,50,North Indian,1000
2843,Tadka Singh,Bangalore,4.2,100,Punjabi,300
2846,Tewari Bros Mithai Shop,Bangalore,3.8,50,Gujarati,150
2856,Green Theory,Bangalore,4,20,Italian,1000
2864,Toscano,Bangalore,4.1,100,Italian,500
2871,Mad Over Donuts,Mumbai,4.3,100,Desserts,200
2884,Lucky Restaurant (Dum Biryani ),Mumbai,4,1000,Biryani,500
2894,Hungry Head,Mumbai,4.1,100,Chinese,400
2914,Bheemas,Bangalore,4.4,100,Andhra,550
2916,Hotel Empire,Bangalore,4.3,500,North Indian,450
2931,Kaati Zone Rolls & Wraps,Bangalore,4.2,500,Beverages,150
2933,Fishland Restaurant,Hyderabad,3.8,1000,North Indian,500
2934,Tabla Restaurant,Hyderabad,3.8,1000,North Indian,400
2944,Kaati Zone Rolls & Wraps,Bangalore,4.2,100,Fast Food,150
2971,Paratha World ( Pure Veg ),Mumbai,4.1,500,North Indian,150
2982,The Baker's Dozen,Mumbai,4.5,100,Bakery,300
2986,Sameer's Restaurant,Delhi,3.7,500,North Indian,450
2997,Falahaar,Pune,4.4,500,Desserts,300
2998,Rolls On Wheels,Bangalore,4.2,100,Snacks,300
3001,Shiv Sagar,Pune,4.1,500,North Indian,300
3002,Shiv Sagar,Pune,3.9,100,North Indian,300
3006,Spicy House,Bangalore,3.7,50,Biryani,300
3007,Tandoori Darbar,Kolkata,4.2,100,North Indian,500
3009,Hotel Swagath,Kolkata,4.4,100,North Indian,450
3010,Ballygunge Dhaba,Kolkata,4.3,1000,North Indian,500
3016,Shawarma Nation,Kolkata,4.2,500,Lebanese,500
3018,Tero Parbon,Kolkata,4.2,100,Bengali,500
3019,Krystal Chopstick,Kolkata,4.4,100,Chinese,1200
3020,Wise Owl The Coffee Shop,Kolkata,4.4,100,Continental,700
3022,Aminia Restaurant- Golpark,Kolkata,4.3,1000,Biryani,500
3025,Bedouin - Sher e Bengal,Kolkata,4.3,50,North Indian,500
3031,Sharma Dhaba,Kolkata,3.9,1000,North Indian,300
3038,Purnabramha,Bangalore,4.3,100,Maharashtrian,850
3046,Keshav Reddy Sweets,Hyderabad,4.3,500,Sweets,150
3063,Kund Indian Barbeque,Bangalore,4.3,100,Mughlai,200
3065,Subway,Pune,3.7,500,Healthy Food,350
3071,Jai Hind Dhaba,Kolkata,4.2,1000,North Indian,500
3072,Jai Hind Dhaba-Hazra,Kolkata,4.3,1000,North Indian,500
3074,Tamarind,Kolkata,4.2,100,North Indian,1100
3075,Go Lebanese-Sarat Bose Road,Kolkata,4.1,100,Lebanese,400
3078,Balwant Singh's Eating House,Kolkata,4.1,500,North Indian,600
3083,Fast Filling - Allenby road,Kolkata,3.9,20,North Indian,250
3086,Buddha Bites Express,Kolkata,3.7,100,Chinese,300
3089,Koshe Kosha - Golpark,Kolkata,4.3,100,Bengali,500
3096,K3 Snacks & Sweets,Mumbai,4.1,1000,Street Food,400
3143,Global Punjab,Pune,3.9,1000,North Indian,500
3144,Global Punjab,Pune,4.1,100,North Indian,500
3150,Lahorie,Pune,3.8,100,Mughlai,300
3163,Shree Krishna Veg Court,Pune,4.4,1000,North Indian,300
3165,Eatsome,Pune,4,500,North Indian,200
3168,Eatsome,Pune,4.1,1000,North Indian,200
3173,Marrakesh,Pune,3.5,100,Lebanese,300
3174,Ohri's Eatmor,Hyderabad,3.4,100,North Indian,700
3182,Mehfill (Ohri's Baseraa),Hyderabad,2.6,50,Biryani,350
